Month,Geography,Value
1956-11,east-scotland,7.60533
1956-12,east-scotland,6.7212
1957-01,east-scotland,6.28347
1957-02,east-scotland,4.79383
1957-03,east-scotland,9.14055
1957-04,east-scotland,10.69946
1957-05,east-scotland,12.38361
1957-06,east-scotland,17.07871
1957-07,east-scotland,16.67103
1957-08,east-scotland,16.09798
1957-09,east-scotland,12.74359
1957-10,east-scotland,11.62256
1957-11,east-scotland,7.38011
1957-12,east-scotland,5.64414
1958-01,east-scotland,4.00811
1958-02,east-scotland,4.17663
1958-03,east-scotland,3.66046
1958-04,east-scotland,9.33161
1958-05,east-scotland,11.94371
1958-06,east-scotland,14.6704
1958-07,east-scotland,17.06713
1958-08,east-scotland,16.3298
1958-09,east-scotland,16.04535
1958-10,east-scotland,12.00984
1958-11,east-scotland,7.73612
1958-12,east-scotland,4.63088
1959-01,east-scotland,2.25198
1959-02,east-scotland,5.67471
1959-03,east-scotland,7.92831
1959-04,east-scotland,10.51121
1959-05,east-scotland,14.44676
1959-06,east-scotland,16.36101
1959-07,east-scotland,18.20664
1959-08,east-scotland,18.65796
1959-09,east-scotland,16.73824
1959-10,east-scotland,13.36031
1959-11,east-scotland,7.99701
1959-12,east-scotland,5.64569
1960-01,east-scotland,4.32544
1960-02,east-scotland,4.01233
1960-03,east-scotland,6.11419
1960-04,east-scotland,11.15221
1960-05,east-scotland,14.93892
1960-06,east-scotland,17.90427
1960-07,east-scotland,16.50283
1960-08,east-scotland,16.36168
1960-09,east-scotland,14.29172
1960-10,east-scotland,10.26593
1960-11,east-scotland,6.98381
1960-12,east-scotland,3.96524
1961-01,east-scotland,3.84855
1961-02,east-scotland,7.06516
1961-03,east-scotland,10.01316
1961-04,east-scotland,10.1092
1961-05,east-scotland,12.75859
1961-06,east-scotland,15.53844
1961-07,east-scotland,15.73001
1961-08,east-scotland,16.29509
1961-09,east-scotland,15.43545
1961-10,east-scotland,11.20481
1961-11,east-scotland,6.40386
1961-12,east-scotland,2.74775
1962-01,east-scotland,4.9286
1962-02,east-scotland,5.76689
1962-03,east-scotland,4.03468
1962-04,east-scotland,9.34487
1962-05,east-scotland,12.00339
1962-06,east-scotland,16.09163
1962-07,east-scotland,15.34694
1962-08,east-scotland,15.06625
1962-09,east-scotland,12.88992
1962-10,east-scotland,11.58719
1962-11,east-scotland,5.96903
1962-12,east-scotland,4.19983
1963-01,east-scotland,0.83006
1963-02,east-scotland,1.14917
1963-03,east-scotland,6.84749
1963-04,east-scotland,9.33176
1963-05,east-scotland,11.8159
1963-06,east-scotland,15.7896
1963-07,east-scotland,15.94193
1963-08,east-scotland,14.88341
1963-09,east-scotland,14.15224
1963-10,east-scotland,11.67497
1963-11,east-scotland,6.88948
1963-12,east-scotland,4.21691
1964-01,east-scotland,5.66102
1964-02,east-scotland,5.20667
1964-03,east-scotland,4.68534
1964-04,east-scotland,10.07408
1964-05,east-scotland,13.79416
1964-06,east-scotland,15.31071
1964-07,east-scotland,16.90738
1964-08,east-scotland,15.99141
1964-09,east-scotland,14.67399
1964-10,east-scotland,10.25504
1964-11,east-scotland,7.87025
1964-12,east-scotland,4.29407
1965-01,east-scotland,3.49689
1965-02,east-scotland,4.829
1965-03,east-scotland,5.93271
1965-04,east-scotland,10.09424
1965-05,east-scotland,12.15454
1965-06,east-scotland,15.78647
1965-07,east-scotland,14.07968
1965-08,east-scotland,15.7008
1965-09,east-scotland,13.33549
1965-10,east-scotland,11.34194
1965-11,east-scotland,4.5424
1965-12,east-scotland,3.55547
1966-01,east-scotland,3.19068
1966-02,east-scotland,3.62612
1966-03,east-scotland,8.02149
1966-04,east-scotland,6.53439
1966-05,east-scotland,12.95486
1966-06,east-scotland,15.84674
1966-07,east-scotland,16.70168
1966-08,east-scotland,14.9844
1966-09,east-scotland,14.84747
1966-10,east-scotland,10.32054
1966-11,east-scotland,5.839
1966-12,east-scotland,4.7168
1967-01,east-scotland,4.92411
1967-02,east-scotland,5.83455
1967-03,east-scotland,7.41178
1967-04,east-scotland,9.93877
1967-05,east-scotland,10.66602
1967-06,east-scotland,16.26739
1967-07,east-scotland,16.753
1967-08,east-scotland,16.75081
1967-09,east-scotland,14.591
1967-10,east-scotland,10.56898
1967-11,east-scotland,7.09651
1967-12,east-scotland,5.57595
1968-01,east-scotland,4.82629
1968-02,east-scotland,2.54402
1968-03,east-scotland,7.25691
1968-04,east-scotland,9.60601
1968-05,east-scotland,10.13972
1968-06,east-scotland,16.70177
1968-07,east-scotland,15.2658
1968-08,east-scotland,16.57242
1968-09,east-scotland,14.14469
1968-10,east-scotland,12.11385
1968-11,east-scotland,6.49166
1968-12,east-scotland,4.21918
1969-01,east-scotland,5.36754
1969-02,east-scotland,1.5024
1969-03,east-scotland,3.74922
1969-04,east-scotland,8.8108
1969-05,east-scotland,11.23979
1969-06,east-scotland,16.34254
1969-07,east-scotland,18.20607
1969-08,east-scotland,17.8347
1969-09,east-scotland,14.82804
1969-10,east-scotland,13.72555
1969-11,east-scotland,4.9547
1969-12,east-scotland,4.26858
1970-01,east-scotland,3.59294
1970-02,east-scotland,3.23068
1970-03,east-scotland,5.47153
1970-04,east-scotland,7.86957
1970-05,east-scotland,13.42355
1970-06,east-scotland,17.61286
1970-07,east-scotland,15.23891
1970-08,east-scotland,17.22709
1970-09,east-scotland,14.68274
1970-10,east-scotland,10.94719
1970-11,east-scotland,6.87494
1970-12,east-scotland,5.16195
1971-01,east-scotland,5.13438
1971-02,east-scotland,6.10183
1971-03,east-scotland,6.87558
1971-04,east-scotland,9.65675
1971-05,east-scotland,13.71933
1971-06,east-scotland,13.5563
1971-07,east-scotland,17.98353
1971-08,east-scotland,16.34117
1971-09,east-scotland,15.86629
1971-10,east-scotland,12.33266
1971-11,east-scotland,7.01474
1971-12,east-scotland,8.04422
1972-01,east-scotland,4.11793
1972-02,east-scotland,4.39056
1972-03,east-scotland,7.16333
1972-04,east-scotland,10.24088
1972-05,east-scotland,12.06561
1972-06,east-scotland,13.66356
1972-07,east-scotland,17.37315
1972-08,east-scotland,16.30349
1972-09,east-scotland,13.79123
1972-10,east-scotland,12.20298
1972-11,east-scotland,6.77505
1972-12,east-scotland,6.03803
1973-01,east-scotland,5.06735
1973-02,east-scotland,5.43205
1973-03,east-scotland,8.86849
1973-04,east-scotland,8.39129
1973-05,east-scotland,11.96322
1973-06,east-scotland,16.74744
1973-07,east-scotland,17.35258
1973-08,east-scotland,17.08831
1973-09,east-scotland,14.50335
1973-10,east-scotland,10.2297
1973-11,east-scotland,6.53431
1973-12,east-scotland,5.2951
1974-01,east-scotland,6.46574
1974-02,east-scotland,5.87334
1974-03,east-scotland,6.09275
1974-04,east-scotland,10.54142
1974-05,east-scotland,12.80224
1974-06,east-scotland,15.44104
1974-07,east-scotland,15.92803
1974-08,east-scotland,16.41621
1974-09,east-scotland,12.75689
1974-10,east-scotland,8.69483
1974-11,east-scotland,6.87919
1974-12,east-scotland,7.44747
1975-01,east-scotland,6.55905
1975-02,east-scotland,5.09866
1975-03,east-scotland,5.9095
1975-04,east-scotland,9.35748
1975-05,east-scotland,11.65935
1975-06,east-scotland,16.8295
1975-07,east-scotland,17.96633
1975-08,east-scotland,19.97226
1975-09,east-scotland,13.70857
1975-10,east-scotland,11.30589
1975-11,east-scotland,7.12074
1975-12,east-scotland,7.19479
1976-01,east-scotland,5.75708
1976-02,east-scotland,5.43363
1976-03,east-scotland,5.48889
1976-04,east-scotland,9.86795
1976-05,east-scotland,12.47247
1976-06,east-scotland,17.61153
1976-07,east-scotland,19.82893
1976-08,east-scotland,19.37922
1976-09,east-scotland,13.41633
1976-10,east-scotland,10.6911
1976-11,east-scotland,6.79808
1976-12,east-scotland,2.06239
1977-01,east-scotland,3.03645
1977-02,east-scotland,3.72781
1977-03,east-scotland,7.25576
1977-04,east-scotland,8.3494
1977-05,east-scotland,12.32583
1977-06,east-scotland,14.71922
1977-07,east-scotland,17.84559
1977-08,east-scotland,16.58604
1977-09,east-scotland,13.51423
1977-10,east-scotland,12.21048
1977-11,east-scotland,6.0842
1977-12,east-scotland,6.08187
1978-01,east-scotland,3.42443
1978-02,east-scotland,2.00726
1978-03,east-scotland,7.22936
1978-04,east-scotland,7.35279
1978-05,east-scotland,14.22932
1978-06,east-scotland,15.55135
1978-07,east-scotland,15.74521
1978-08,east-scotland,15.96492
1978-09,east-scotland,14.18342
1978-10,east-scotland,12.45638
1978-11,east-scotland,8.88322
1978-12,east-scotland,3.72086
1979-01,east-scotland,1.51138
1979-02,east-scotland,2.06962
1979-03,east-scotland,4.53611
1979-04,east-scotland,8.23626
1979-05,east-scotland,11.05307
1979-06,east-scotland,15.98708
1979-07,east-scotland,17.02839
1979-08,east-scotland,15.50332
1979-09,east-scotland,14.29819
1979-10,east-scotland,11.16291
1979-11,east-scotland,7.10983
1979-12,east-scotland,4.92957
1980-01,east-scotland,2.63978
1980-02,east-scotland,5.13342
1980-03,east-scotland,4.87153
1980-04,east-scotland,11.09644
1980-05,east-scotland,13.9963
1980-06,east-scotland,15.40372
1980-07,east-scotland,15.71784
1980-08,east-scotland,16.46565
1980-09,east-scotland,14.81649
1980-10,east-scotland,9.23629
1980-11,east-scotland,6.91712
1980-12,east-scotland,6.30839
1981-01,east-scotland,5.39229
1981-02,east-scotland,4.43023
1981-03,east-scotland,7.51809
1981-04,east-scotland,10.23515
1981-05,east-scotland,13.55204
1981-06,east-scotland,14.8032
1981-07,east-scotland,16.62982
1981-08,east-scotland,17.92239
1981-09,east-scotland,15.41616
1981-10,east-scotland,8.24766
1981-11,east-scotland,7.78831
1981-12,east-scotland,1.23866
1982-01,east-scotland,3.16722
1982-02,east-scotland,5.88532
1982-03,east-scotland,7.33342
1982-04,east-scotland,10.81236
1982-05,east-scotland,13.46173
1982-06,east-scotland,15.15671
1982-07,east-scotland,18.52434
1982-08,east-scotland,16.89646
1982-09,east-scotland,14.41241
1982-10,east-scotland,10.64186
1982-11,east-scotland,7.33373
1982-12,east-scotland,4.67362
1983-01,east-scotland,6.54659
1983-02,east-scotland,2.81433
1983-03,east-scotland,7.43274
1983-04,east-scotland,7.66551
1983-05,east-scotland,10.24765
1983-06,east-scotland,14.99408
1983-07,east-scotland,19.90655
1983-08,east-scotland,19.29427
1983-09,east-scotland,13.41728
1983-10,east-scotland,10.8486
1983-11,east-scotland,7.93694
1983-12,east-scotland,6.86562
1984-01,east-scotland,2.54063
1984-02,east-scotland,4.44903
1984-03,east-scotland,5.40686
1984-04,east-scotland,10.62702
1984-05,east-scotland,13.15419
1984-06,east-scotland,16.06199
1984-07,east-scotland,19.30381
1984-08,east-scotland,19.0345
1984-09,east-scotland,13.43234
1984-10,east-scotland,11.55812
1984-11,east-scotland,7.64581
1984-12,east-scotland,6.24057
1985-01,east-scotland,2.14958
1985-02,east-scotland,4.47064
1985-03,east-scotland,5.55766
1985-04,east-scotland,9.38039
1985-05,east-scotland,12.4106
1985-06,east-scotland,14.10057
1985-07,east-scotland,16.49038
1985-08,east-scotland,15.23961
1985-09,east-scotland,13.78495
1985-10,east-scotland,12.09524
1985-11,east-scotland,4.50396
1985-12,east-scotland,5.87217
1986-01,east-scotland,3.33069
1986-02,east-scotland,0.68513
1986-03,east-scotland,6.54473
1986-04,east-scotland,7.0153
1986-05,east-scotland,12.29307
1986-06,east-scotland,16.26825
1986-07,east-scotland,16.7716
1986-08,east-scotland,14.36529
1986-09,east-scotland,13.68593
1986-10,east-scotland,11.33322
1986-11,east-scotland,8.4654
1986-12,east-scotland,5.36407
1987-01,east-scotland,2.39356
1987-02,east-scotland,4.67355
1987-03,east-scotland,5.23995
1987-04,east-scotland,11.38143
1987-05,east-scotland,11.924
1987-06,east-scotland,13.28426
1987-07,east-scotland,16.95143
1987-08,east-scotland,16.47335
1987-09,east-scotland,14.11145
1987-10,east-scotland,9.60666
1987-11,east-scotland,6.77988
1987-12,east-scotland,6.01209
1988-01,east-scotland,4.83826
1988-02,east-scotland,5.23973
1988-03,east-scotland,6.63662
1988-04,east-scotland,9.51057
1988-05,east-scotland,13.09734
1988-06,east-scotland,17.0722
1988-07,east-scotland,15.68218
1988-08,east-scotland,16.38837
1988-09,east-scotland,14.42064
1988-10,east-scotland,10.47877
1988-11,east-scotland,7.0633
1988-12,east-scotland,8.26398
1989-01,east-scotland,8.16627
1989-02,east-scotland,6.42834
1989-03,east-scotland,7.67365
1989-04,east-scotland,7.90274
1989-05,east-scotland,14.06844
1989-06,east-scotland,16.08578
1989-07,east-scotland,20.04471
1989-08,east-scotland,16.90949
1989-09,east-scotland,14.5172
1989-10,east-scotland,12.07382
1989-11,east-scotland,7.06302
1989-12,east-scotland,4.13144
1990-01,east-scotland,6.5314
1990-02,east-scotland,6.57455
1990-03,east-scotland,9.13485
1990-04,east-scotland,10.24191
1990-05,east-scotland,14.14195
1990-06,east-scotland,15.13349
1990-07,east-scotland,17.64238
1990-08,east-scotland,17.93692
1990-09,east-scotland,13.79295
1990-10,east-scotland,11.31791
1990-11,east-scotland,6.80976
1990-12,east-scotland,5.27776
1991-01,east-scotland,3.7252
1991-02,east-scotland,3.38493
1991-03,east-scotland,8.47786
1991-04,east-scotland,9.37263
1991-05,east-scotland,13.27622
1991-06,east-scotland,13.62883
1991-07,east-scotland,18.28735
1991-08,east-scotland,18.38769
1991-09,east-scotland,15.47369
1991-10,east-scotland,10.37945
1991-11,east-scotland,7.22013
1991-12,east-scotland,6.11594
1992-01,east-scotland,5.63909
1992-02,east-scotland,6.63452
1992-03,east-scotland,7.56424
1992-04,east-scotland,9.27972
1992-05,east-scotland,14.68233
1992-06,east-scotland,17.61536
1992-07,east-scotland,16.74369
1992-08,east-scotland,15.70469
1992-09,east-scotland,13.27954
1992-10,east-scotland,8.40835
1992-11,east-scotland,7.30357
1992-12,east-scotland,4.2738
1993-01,east-scotland,5.93271
1993-02,east-scotland,7.0439
1993-03,east-scotland,7.73341
1993-04,east-scotland,9.81161
1993-05,east-scotland,12.04626
1993-06,east-scotland,15.62219
1993-07,east-scotland,15.95772
1993-08,east-scotland,15.57045
1993-09,east-scotland,13.30784
1993-10,east-scotland,8.86702
1993-11,east-scotland,5.27179
1993-12,east-scotland,3.95761
1994-01,east-scotland,4.71143
1994-02,east-scotland,2.97192
1994-03,east-scotland,7.03869
1994-04,east-scotland,9.05336
1994-05,east-scotland,11.97041
1994-06,east-scotland,15.63125
1994-07,east-scotland,18.33566
1994-08,east-scotland,16.45536
1994-09,east-scotland,13.64522
1994-10,east-scotland,10.81184
1994-11,east-scotland,9.78021
1994-12,east-scotland,6.2718
1995-01,east-scotland,4.65493
1995-02,east-scotland,5.73643
1995-03,east-scotland,5.75025
1995-04,east-scotland,9.96927
1995-05,east-scotland,12.89472
1995-06,east-scotland,16.47013
1995-07,east-scotland,19.1485
1995-08,east-scotland,20.88563
1995-09,east-scotland,14.4399
1995-10,east-scotland,13.27254
1995-11,east-scotland,8.35879
1995-12,east-scotland,2.6642
1996-01,east-scotland,4.66556
1996-02,east-scotland,3.96373
1996-03,east-scotland,4.69174
1996-04,east-scotland,9.56528
1996-05,east-scotland,10.66361
1996-06,east-scotland,16.33751
1996-07,east-scotland,17.67571
1996-08,east-scotland,18.14884
1996-09,east-scotland,15.32262
1996-10,east-scotland,12.19231
1996-11,east-scotland,5.86354
1996-12,east-scotland,3.85506
1997-01,east-scotland,4.29892
1997-02,east-scotland,6.66834
1997-03,east-scotland,9.46141
1997-04,east-scotland,11.13484
1997-05,east-scotland,12.71805
1997-06,east-scotland,14.83993
1997-07,east-scotland,18.49817
1997-08,east-scotland,19.64541
1997-09,east-scotland,15.08801
1997-10,east-scotland,11.47628
1997-11,east-scotland,8.60576
1997-12,east-scotland,6.20189
1998-01,east-scotland,5.50004
1998-02,east-scotland,8.90433
1998-03,east-scotland,8.37473
1998-04,east-scotland,8.16748
1998-05,east-scotland,13.99739
1998-06,east-scotland,14.77203
1998-07,east-scotland,16.10399
1998-08,east-scotland,16.59913
1998-09,east-scotland,15.14451
1998-10,east-scotland,9.91654
1998-11,east-scotland,6.87574
1998-12,east-scotland,6.64053
1999-01,east-scotland,5.05248
1999-02,east-scotland,5.50341
1999-03,east-scotland,7.95523
1999-04,east-scotland,10.77799
1999-05,east-scotland,13.43001
1999-06,east-scotland,15.13951
1999-07,east-scotland,18.53534
1999-08,east-scotland,16.96444
1999-09,east-scotland,16.3812
1999-10,east-scotland,11.47312
1999-11,east-scotland,8.56579
1999-12,east-scotland,4.26929
2000-01,east-scotland,6.30096
2000-02,east-scotland,6.32034
2000-03,east-scotland,8.92172
2000-04,east-scotland,8.96668
2000-05,east-scotland,13.99994
2000-06,east-scotland,15.016
2000-07,east-scotland,16.83016
2000-08,east-scotland,17.75214
2000-09,east-scotland,14.98405
2000-10,east-scotland,11.11221
2000-11,east-scotland,7.01549
2000-12,east-scotland,5.31802
2001-01,east-scotland,3.69013
2001-02,east-scotland,4.65509
2001-03,east-scotland,5.43538
2001-04,east-scotland,8.99196
2001-05,east-scotland,15.3264
2001-06,east-scotland,14.81651
2001-07,east-scotland,17.37184
2001-08,east-scotland,17.36324
2001-09,east-scotland,14.01012
2001-10,east-scotland,13.24093
2001-11,east-scotland,8.79128
2001-12,east-scotland,4.921
2002-01,east-scotland,6.41755
2002-02,east-scotland,6.37494
2002-03,east-scotland,8.40642
2002-04,east-scotland,10.78285
2002-05,east-scotland,13.43054
2002-06,east-scotland,15.55403
2002-07,east-scotland,16.64702
2002-08,east-scotland,18.15706
2002-09,east-scotland,15.6875
2002-10,east-scotland,9.75108
2002-11,east-scotland,8.10004
2002-12,east-scotland,5.17821
2003-01,east-scotland,5.2735
2003-02,east-scotland,5.42906
2003-03,east-scotland,10.10105
2003-04,east-scotland,12.10322
2003-05,east-scotland,13.33185
2003-06,east-scotland,17.39532
2003-07,east-scotland,19.1692
2003-08,east-scotland,19.35303
2003-09,east-scotland,16.07336
2003-10,east-scotland,10.63258
2003-11,east-scotland,9.19183
2003-12,east-scotland,6.06306
2004-01,east-scotland,5.50852
2004-02,east-scotland,6.19505
2004-03,east-scotland,8.12118
2004-04,east-scotland,10.95635
2004-05,east-scotland,14.68839
2004-06,east-scotland,16.39538
2004-07,east-scotland,17.00563
2004-08,east-scotland,18.01108
2004-09,east-scotland,15.41125
2004-10,east-scotland,10.59515
2004-11,east-scotland,8.65451
2004-12,east-scotland,7.02741
2005-01,east-scotland,7.10517
2005-02,east-scotland,5.38808
2005-03,east-scotland,8.22275
2005-04,east-scotland,10.17337
2005-05,east-scotland,12.7448
2005-06,east-scotland,16.91008
2005-07,east-scotland,18.16028
2005-08,east-scotland,17.73489
2005-09,east-scotland,15.94227
2005-10,east-scotland,12.38361
2005-11,east-scotland,7.51653
2005-12,east-scotland,5.93356
2006-01,east-scotland,5.53256
2006-02,east-scotland,5.53233
2006-03,east-scotland,5.03696
2006-04,east-scotland,10.03913
2006-05,east-scotland,13.41465
2006-06,east-scotland,17.74674
2006-07,east-scotland,21.36438
2006-08,east-scotland,17.73878
2006-09,east-scotland,17.24161
2006-10,east-scotland,13.10797
2006-11,east-scotland,8.74606
2006-12,east-scotland,6.43054
2007-01,east-scotland,7.20515
2007-02,east-scotland,6.63274
2007-03,east-scotland,8.58257
2007-04,east-scotland,13.75571
